Gender,Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Class_Business,Class_Eco,Class_Eco Plus
1,1,10,0,240,2,5,2,1,5,2,5,5,3,5,5,5,5,5,17,9.0,0,False,True,False
0,1,51,0,507,3,4,2,3,5,2,2,5,5,2,3,2,5,5,2,0.0,0,False,True,False
0,1,53,1,1106,3,3,3,3,1,3,3,4,4,4,4,1,4,5,0,0.0,1,True,False,False
0,1,16,0,967,2,4,2,4,4,2,4,4,3,4,4,4,5,4,0,0.0,0,False,True,False
1,1,63,0,502,4,4,4,1,4,4,4,1,1,4,1,5,1,5,0,0.0,1,False,True,False
1,1,33,0,1590,4,4,4,1,2,4,2,2,4,3,4,3,5,2,0,0.0,1,False,False,True
0,1,65,0,859,5,5,5,4,2,5,2,2,5,4,2,1,3,2,2,0.0,1,False,True,False
1,1,49,1,3879,3,3,3,3,5,5,5,4,4,4,4,5,4,4,8,0.0,1,True,False,False
1,1,44,0,349,2,2,2,2,5,2,3,3,3,2,4,3,3,3,71,68.0,0,False,False,True
1,1,22,0,925,2,5,2,4,1,2,1,1,5,3,4,2,5,1,0,3.0,0,True,False,False
0,1,8,0,192,1,5,1,2,3,1,3,3,5,3,4,3,5,3,0,0.0,0,False,True,False
1,1,11,0,406,2,4,2,4,2,2,2,2,3,4,5,3,5,2,24,16.0,0,False,False,True
0,1,31,1,3531,1,3,3,3,1,1,1,1,3,4,3,2,4,1,27,26.0,0,True,False,False
0,1,31,1,2609,3,5,3,3,5,5,5,5,3,4,3,2,2,5,18,12.0,1,True,False,False
1,1,60,1,2574,2,2,2,2,3,4,5,4,4,4,4,5,4,3,0,0.0,1,True,False,False
1,1,55,1,759,2,2,2,2,5,4,5,3,3,3,3,4,3,3,0,0.0,1,True,False,False
1,1,29,0,599,5,4,5,4,3,5,3,3,3,5,5,5,4,3,0,0.0,1,False,True,False
0,1,9,0,164,1,4,1,1,2,1,2,2,1,4,3,1,4,2,0,0.0,0,False,True,False
1,1,35,0,1208,2,3,2,3,5,2,2,5,1,1,3,1,5,5,0,0.0,0,False,True,False
1,1,56,1,1608,3,3,3,3,3,4,4,4,4,4,4,3,4,4,0,0.0,1,True,False,False
1,1,19,1,1438,2,2,2,2,4,4,4,4,5,2,5,3,4,4,2,0.0,1,True,False,False
1,1,70,0,323,4,4,4,3,4,5,2,3,3,4,4,2,3,3,0,0.0,0,False,False,True
1,1,52,1,3979,1,1,1,1,4,1,2,4,4,4,4,2,4,4,21,7.0,1,True,False,False
1,0,25,1,277,3,0,3,5,5,3,5,5,3,3,5,5,4,5,47,51.0,0,True,False,False
1,1,55,0,521,4,5,4,4,2,5,4,3,3,4,3,5,3,3,0,0.0,0,False,True,False
1,1,8,0,516,3,5,3,4,4,3,4,4,4,5,3,2,4,4,0,13.0,0,False,True,False
0,1,45,1,1562,2,2,2,2,3,5,4,4,4,4,4,3,4,5,0,0.0,1,True,False,False
1,1,44,1,2544,3,1,1,1,5,3,4,3,3,3,3,4,3,1,25,21.0,0,True,False,False
1,1,30,0,1389,3,5,2,1,3,2,2,3,5,5,4,3,4,3,17,0.0,0,True,False,False
0,1,39,1,813,3,3,3,3,4,4,4,5,5,5,5,3,5,5,0,0.0,1,True,False,False
1,1,59,1,1544,1,1,1,1,2,4,5,5,5,5,5,4,5,3,0,0.0,1,True,False,False
1,1,35,1,588,3,3,3,3,2,3,3,3,3,4,3,4,3,1,0,0.0,0,True,False,False
0,1,53,1,101,1,4,4,4,2,1,2,2,3,2,3,1,4,2,7,7.0,0,False,False,True
0,1,60,1,1745,4,4,4,4,5,5,5,5,5,5,5,4,5,3,0,0.0,1,True,False,False
1,1,8,0,214,3,0,3,3,2,3,2,2,4,4,4,3,3,2,0,0.0,0,False,True,False
0,1,41,1,2079,4,1,4,4,1,3,3,4,4,4,4,2,4,4,69,53.0,0,True,False,False
1,0,80,1,361,4,4,4,4,1,4,4,5,5,4,5,1,5,2,63,47.0,0,True,False,False
1,1,30,1,1399,1,1,1,1,4,4,4,4,4,1,5,2,1,4,0,3.0,1,True,False,False
0,1,61,0,2475,4,4,3,4,5,3,5,5,2,4,5,4,1,5,0,0.0,0,False,False,True
0,1,41,1,3146,3,3,3,3,4,4,4,5,5,5,5,5,5,5,33,33.0,1,True,False,False
1,1,12,0,861,2,5,2,5,1,2,1,1,5,5,4,4,5,1,34,60.0,0,False,True,False
1,1,12,1,2629,3,3,4,3,2,2,2,2,3,4,5,1,5,2,0,0.0,1,True,False,False
0,1,54,1,3023,5,5,4,5,3,4,5,4,4,4,4,5,4,3,2,0.0,1,True,False,False
0,0,26,1,374,3,2,3,3,5,3,5,5,4,4,3,4,3,5,0,30.0,0,False,True,False
0,1,32,1,2031,4,4,4,4,4,5,4,4,4,3,2,1,4,4,0,4.0,1,True,False,False
1,1,57,1,238,3,3,3,3,4,3,4,3,3,3,3,1,3,1,0,0.0,0,False,True,False
0,0,28,1,413,3,3,3,1,3,3,2,3,4,4,4,4,4,3,0,0.0,0,True,False,False
0,1,58,0,305,1,5,1,3,1,1,1,1,3,2,2,3,4,1,0,0.0,0,False,False,True
0,1,46,1,347,4,4,4,4,4,4,5,5,5,5,5,3,5,3,0,0.0,1,True,False,False
1,1,21,0,1598,4,5,4,5,4,4,3,4,4,5,5,3,5,4,2,0.0,0,False,True,False
0,1,8,0,909,2,4,2,3,5,2,5,5,3,3,4,4,5,5,0,0.0,0,False,True,False
0,1,58,1,1642,1,1,1,1,2,5,5,5,5,5,5,5,5,4,18,14.0,1,True,False,False
1,1,25,1,1521,0,4,0,3,2,0,2,2,3,5,5,3,1,2,0,6.0,1,False,True,False
1,0,37,1,309,1,1,1,3,2,1,2,2,5,2,4,5,4,2,71,61.0,0,True,False,False
1,1,21,1,2319,5,5,5,5,4,4,4,4,4,2,5,4,5,4,0,0.0,1,True,False,False
1,1,40,0,844,1,5,2,3,3,2,3,3,3,2,5,4,5,3,0,0.0,0,False,True,False
1,1,47,0,861,3,5,3,2,2,1,1,1,1,3,1,4,1,5,7,0.0,0,False,True,False
0,1,51,0,475,4,2,4,3,3,4,3,3,2,4,3,1,4,3,3,22.0,1,False,True,False
1,1,32,0,550,1,1,1,2,3,1,3,3,2,2,1,1,2,3,4,0.0,0,False,True,False
1,1,15,0,507,5,4,5,3,2,5,2,2,5,2,5,5,4,2,0,0.0,1,False,False,True
1,0,26,1,812,2,2,2,4,4,2,4,4,3,4,5,4,5,4,0,0.0,0,True,False,False
0,1,43,1,2244,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,0.0,1,True,False,False
0,1,19,0,867,2,5,2,3,3,2,3,3,2,5,5,1,1,3,3,0.0,0,False,True,False
0,1,44,1,184,2,1,1,1,2,2,2,2,4,2,3,4,4,2,0,0.0,0,False,True,False
0,0,38,1,152,4,4,4,4,5,4,5,5,5,5,4,4,5,5,0,0.0,1,True,False,False
1,0,28,1,677,4,4,4,3,4,4,4,4,3,5,5,3,5,4,0,0.0,1,True,False,False
1,0,39,1,399,5,5,5,4,2,5,2,2,5,2,4,5,5,2,0,0.0,1,True,False,False
1,1,12,0,1008,3,4,3,1,4,3,4,4,3,4,4,5,5,4,3,8.0,0,False,True,False
1,0,27,1,1158,1,1,1,3,5,1,4,5,4,3,3,3,2,5,8,4.0,0,False,True,False
1,1,56,1,3308,1,1,1,1,2,4,4,4,4,4,4,5,4,4,1,0.0,1,True,False,False
0,1,34,0,413,3,5,3,5,2,3,1,2,4,2,4,4,4,2,0,0.0,0,False,False,True
1,1,31,1,1562,1,1,1,1,4,4,4,4,1,3,5,1,4,4,3,0.0,1,True,False,False
1,1,69,1,198,4,2,2,2,4,1,3,3,3,4,3,2,3,2,0,0.0,1,False,True,False
0,1,7,0,184,3,4,3,1,1,3,1,1,4,5,5,3,4,1,0,0.0,0,False,True,False
1,1,69,0,808,2,3,2,3,1,3,4,4,4,2,2,3,4,1,23,17.0,0,False,True,False
1,0,24,1,269,4,4,4,2,4,4,3,4,3,5,5,4,4,4,102,85.0,0,False,True,False
1,1,65,0,552,1,0,1,4,2,5,4,5,5,1,5,3,5,3,14,18.0,0,False,True,False
1,1,56,1,252,3,3,3,3,5,4,5,5,5,5,5,3,5,4,0,0.0,1,True,False,False
0,1,58,1,2713,3,3,3,3,4,5,5,3,3,3,3,5,3,3,0,0.0,1,True,False,False
0,0,39,1,666,2,2,2,4,2,2,2,2,5,5,5,3,4,2,30,31.0,0,True,False,False
0,1,48,1,2488,1,1,1,1,3,4,4,5,5,5,5,4,5,5,6,3.0,1,True,False,False
1,1,60,1,2255,2,2,2,2,4,4,4,5,5,5,5,3,5,4,11,0.0,1,True,False,False
0,1,49,0,641,2,4,3,5,5,3,5,5,3,5,4,5,4,5,1,12.0,0,False,True,False
1,1,59,0,447,2,5,2,4,5,4,5,5,5,2,5,3,5,5,0,0.0,0,False,True,False
0,1,41,0,1598,3,5,3,1,3,3,3,3,5,4,4,3,4,3,31,13.0,0,False,True,False
0,1,31,1,895,3,3,5,3,4,4,4,4,3,3,5,5,4,4,10,0.0,1,True,False,False
1,1,36,1,196,4,5,5,5,4,4,4,4,1,1,3,2,2,4,0,0.0,1,False,False,True
1,1,56,1,782,4,1,1,1,5,5,5,4,4,4,4,5,4,3,0,0.0,1,False,True,False
1,1,42,1,240,4,4,4,4,4,5,5,5,5,5,5,4,5,3,0,0.0,1,True,False,False
1,1,51,1,1162,1,1,1,1,5,5,5,2,5,1,2,5,1,5,113,146.0,1,True,False,False
0,1,51,0,1044,1,5,1,3,5,1,5,2,2,1,2,2,2,1,0,0.0,0,True,False,False
0,0,20,1,436,2,1,2,3,5,2,5,5,1,1,4,3,4,5,2,0.0,0,False,True,False
0,1,24,1,723,2,4,4,4,2,2,2,2,1,3,4,1,4,2,0,6.0,0,True,False,False
0,1,20,0,1086,4,5,4,3,5,4,5,5,3,3,5,3,4,5,0,3.0,0,True,False,False
0,1,40,1,580,1,1,1,1,3,4,4,4,4,4,4,3,4,3,6,0.0,1,True,False,False
1,1,51,0,550,2,0,2,4,4,5,4,5,5,2,5,3,5,4,0,0.0,0,False,True,False
1,1,51,1,3664,2,2,2,2,5,4,5,2,2,2,2,4,2,3,0,0.0,1,True,False,False
0,0,35,1,280,4,4,4,3,1,4,1,1,2,4,3,1,3,1,0,0.0,0,True,False,False
1,1,44,0,761,2,1,2,2,1,2,2,5,5,2,5,3,5,4,0,0.0,0,False,True,False
1,1,47,1,1521,3,1,1,1,1,3,4,3,3,3,3,2,3,2,0,25.0,0,False,True,False
0,1,38,1,2549,3,3,3,3,3,4,4,5,5,5,5,1,5,1,0,3.0,1,True,False,False
0,1,12,1,990,1,5,5,5,1,1,3,1,2,3,4,2,4,1,10,11.0,0,False,True,False
0,1,33,1,319,2,2,2,2,2,2,2,2,1,3,4,3,3,2,0,0.0,0,False,True,False
0,0,37,1,432,1,2,2,2,1,2,1,1,4,3,3,4,2,1,0,16.0,0,False,True,False
1,1,55,0,1042,2,3,2,3,3,3,2,1,1,2,1,5,1,1,0,9.0,0,False,True,False
0,1,32,1,3456,4,3,4,4,3,3,3,3,4,4,5,3,5,3,1,0.0,1,True,False,False
0,0,20,1,1487,5,0,5,3,1,5,1,1,4,2,5,4,5,1,0,0.0,1,True,False,False
1,1,49,1,3910,1,1,1,1,2,5,4,4,4,4,4,4,4,4,0,0.0,1,True,False,False
0,1,43,0,258,3,5,0,4,3,0,3,3,2,4,3,4,3,3,0,0.0,0,False,True,False
0,1,22,0,444,1,4,5,4,1,5,1,1,3,5,5,5,5,1,55,43.0,0,False,True,False
0,1,27,0,862,2,5,2,2,4,2,4,4,3,2,5,5,4,4,0,0.0,0,False,False,True
0,1,54,1,2432,1,3,3,3,5,3,3,1,1,1,1,1,1,4,0,0.0,0,True,False,False
0,1,70,0,493,3,2,3,4,5,3,5,5,3,5,4,4,3,5,0,0.0,0,False,True,False
1,1,39,1,2153,2,2,2,2,2,5,5,5,5,5,5,3,5,4,21,5.0,1,True,False,False
0,0,23,1,522,2,3,2,4,5,2,5,5,2,4,3,3,4,5,23,13.0,0,False,True,False
0,1,13,0,228,4,5,4,4,2,4,2,2,4,2,5,5,5,2,0,0.0,0,False,True,False
0,1,55,1,2257,3,1,3,3,4,4,5,4,4,4,4,4,4,4,130,127.0,1,True,False,False
0,1,44,0,362,1,5,1,4,3,5,5,3,3,1,3,3,3,5,22,29.0,0,True,False,False
1,1,25,0,1145,1,5,1,3,4,1,4,4,4,3,3,3,5,4,0,0.0,0,False,True,False
1,0,33,1,347,2,0,2,1,4,2,4,4,3,4,1,4,3,4,0,0.0,0,False,True,False
1,1,24,1,2719,2,4,2,4,2,2,2,2,1,4,4,3,3,2,30,33.0,0,True,False,False
0,1,57,0,1075,1,5,1,1,1,1,1,1,5,2,4,5,4,1,0,0.0,0,False,True,False
0,0,25,1,2133,5,4,5,3,5,5,5,4,5,3,5,5,5,5,286,272.0,1,True,False,False
0,1,51,1,3196,3,3,3,3,4,4,2,4,4,4,4,2,4,2,0,0.0,1,True,False,False
0,1,42,1,679,4,1,2,1,3,4,3,3,1,3,1,1,4,3,0,0.0,1,False,True,False
0,1,20,0,911,4,4,4,4,5,4,1,5,3,4,3,3,4,5,0,3.0,1,True,False,False
1,1,58,1,279,5,1,1,1,4,5,2,5,5,5,5,3,5,3,1,0.0,1,False,True,False
0,0,20,1,429,1,4,1,3,1,1,1,3,3,4,4,1,4,1,184,193.0,0,False,True,False
1,1,36,1,512,4,1,1,1,4,5,4,4,5,1,3,5,3,4,4,0.0,1,False,True,False
0,0,25,1,1188,4,4,4,2,3,4,3,3,1,1,2,3,1,3,0,0.0,1,True,False,False
1,0,45,1,760,1,1,1,1,3,1,4,3,2,5,1,4,4,3,0,0.0,0,False,True,False
1,1,17,0,1744,3,0,3,1,4,3,1,4,4,2,5,4,5,4,7,39.0,0,False,True,False
0,1,12,0,304,3,4,3,4,4,3,4,4,3,2,4,3,4,4,0,0.0,0,False,True,False
0,1,22,0,503,3,1,2,2,4,2,1,4,3,5,3,3,2,4,67,65.0,0,False,True,False
0,1,50,1,667,1,1,1,1,3,5,5,4,4,4,4,5,4,4,0,0.0,1,True,False,False
0,1,67,0,216,3,0,3,4,5,3,5,5,3,2,4,5,5,5,0,0.0,0,False,True,False
0,1,37,1,1400,4,2,2,2,4,4,4,4,5,5,1,3,2,4,14,0.0,1,False,True,False
1,0,41,1,1014,5,5,5,3,2,5,2,2,3,5,3,4,4,2,0,0.0,1,True,False,False
1,1,34,1,2950,5,5,5,5,5,1,5,4,4,4,5,2,4,1,0,0.0,1,True,False,False
0,0,20,1,762,4,0,4,3,2,4,2,2,3,4,4,3,4,2,0,0.0,1,True,False,False
1,1,25,1,1045,2,4,4,4,2,2,2,1,1,2,3,2,1,2,148,149.0,0,False,True,False
0,0,25,1,1276,1,1,1,4,5,1,5,5,4,4,5,5,4,5,0,0.0,0,False,True,False
1,0,25,1,147,2,3,2,1,5,2,5,5,1,1,2,5,4,5,0,0.0,0,False,True,False
0,1,36,1,198,2,4,4,4,2,2,2,2,1,3,3,3,3,2,0,0.0,0,False,False,True
0,1,25,1,1166,1,5,5,5,1,2,1,1,4,1,3,3,3,1,0,0.0,0,True,False,False
1,1,42,1,226,1,1,1,1,3,4,5,5,5,5,5,5,5,5,0,0.0,1,True,False,False
0,1,49,1,3121,5,5,5,5,3,1,3,4,4,4,4,3,4,4,0,0.0,1,True,False,False
0,1,58,1,457,1,1,2,2,1,1,1,1,2,1,4,3,3,1,20,3.0,0,False,True,False
0,1,58,1,447,4,5,5,5,5,4,5,5,3,5,1,5,4,5,0,0.0,1,False,True,False
0,1,50,1,2475,2,4,4,4,2,2,2,4,3,3,3,2,2,2,0,0.0,0,False,True,False
1,1,32,0,247,2,4,0,1,0,2,2,5,4,5,4,2,3,2,143,141.0,0,False,True,False
1,0,20,1,302,2,4,2,3,2,2,2,2,2,1,3,1,4,2,0,0.0,0,False,True,False
1,1,48,1,425,1,1,1,1,5,2,1,4,4,4,4,5,4,4,4,0.0,1,True,False,False
0,0,24,1,813,2,2,2,3,1,2,1,1,3,4,4,3,4,1,0,0.0,0,False,True,False
1,1,48,1,993,2,4,4,4,3,2,2,2,2,2,2,1,2,1,0,21.0,0,False,True,False
0,1,49,1,1807,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0.0,1,True,False,False
1,1,23,1,731,2,2,2,2,4,4,4,4,3,5,5,3,4,4,0,0.0,1,True,False,False
1,1,72,1,357,3,3,3,3,1,4,3,3,3,3,3,1,3,4,0,0.0,0,False,True,False
0,1,23,0,302,1,5,4,4,3,4,3,3,3,3,5,3,4,3,12,8.0,0,False,True,False
0,1,57,1,2727,4,4,4,4,2,5,4,5,5,5,5,3,5,3,14,7.0,1,True,False,False
1,1,37,1,3711,4,4,4,4,5,4,4,5,5,5,5,5,5,4,0,0.0,1,True,False,False
1,1,56,0,546,2,2,2,3,5,3,3,2,2,2,2,2,2,2,0,0.0,0,True,False,False
0,1,63,1,284,3,2,2,2,3,3,3,3,1,4,3,4,3,3,96,97.0,0,False,False,True
0,0,20,1,456,1,0,1,4,4,1,4,4,2,5,4,4,2,4,14,6.0,0,False,True,False
0,1,47,0,733,2,1,2,2,3,2,3,3,2,3,2,3,3,3,61,72.0,0,False,True,False
0,1,56,0,101,3,3,3,1,2,1,1,4,4,3,4,4,4,3,0,0.0,0,True,False,False
1,1,51,1,2208,4,4,4,4,1,3,1,5,5,5,5,3,5,4,0,1.0,1,True,False,False
0,1,53,1,2072,1,1,5,1,3,3,5,4,4,4,4,4,4,3,66,53.0,1,True,False,False
0,1,33,1,2288,2,2,5,2,5,5,5,5,5,3,5,5,4,5,18,1.0,1,True,False,False
1,1,39,1,147,1,1,1,1,1,4,3,4,4,4,3,1,4,5,0,0.0,1,True,False,False
0,1,50,0,406,4,5,4,3,1,4,1,1,2,3,1,3,2,1,0,0.0,0,False,True,False
1,0,23,1,954,2,2,2,3,4,2,4,4,2,1,1,3,5,4,0,0.0,0,False,True,False
1,1,18,0,1919,1,4,1,1,5,1,5,5,4,4,5,5,4,5,0,0.0,0,False,True,False
1,1,43,1,1846,5,5,5,5,5,3,4,5,5,5,5,4,5,3,2,5.0,1,True,False,False
0,1,51,1,1426,2,1,2,2,5,5,4,5,5,5,5,4,5,3,0,0.0,1,True,False,False
1,1,50,1,680,2,2,2,2,3,5,1,2,2,2,2,4,2,5,0,0.0,1,False,False,True
0,0,36,1,862,4,4,4,3,4,4,3,4,4,1,4,3,3,4,11,9.0,0,False,True,False
1,0,27,1,1189,3,3,3,4,4,3,4,4,1,4,3,1,4,4,108,103.0,0,False,True,False
0,1,66,1,3672,2,2,2,2,5,4,5,5,5,5,5,4,5,3,0,0.0,1,True,False,False
1,1,33,0,173,2,5,2,3,2,2,2,2,5,5,4,4,4,2,0,0.0,0,False,True,False
1,0,22,1,1096,5,5,4,4,2,4,2,2,4,4,4,5,5,2,0,0.0,1,True,False,False
1,1,42,1,989,1,1,1,1,5,4,5,5,5,5,5,4,5,3,4,0.0,1,True,False,False
0,0,28,1,689,4,5,5,1,3,5,3,3,3,5,5,5,4,3,4,2.0,1,True,False,False
0,1,47,1,521,5,5,5,5,5,5,5,5,5,5,2,4,5,5,6,0.0,1,False,True,False
0,1,43,1,1604,4,4,3,4,3,4,3,5,5,5,5,4,5,3,10,14.0,1,True,False,False
0,1,36,0,2454,3,4,3,3,5,3,5,5,4,5,5,4,5,5,0,0.0,0,False,True,False
1,1,38,1,1582,2,1,1,1,3,3,4,2,2,2,2,4,2,3,0,0.0,0,True,False,False
1,1,62,0,468,3,4,3,3,5,4,5,3,3,3,3,3,3,3,0,6.0,0,False,True,False
0,1,25,1,2585,3,5,5,5,3,3,3,3,3,4,4,4,4,3,0,0.0,0,True,False,False
0,1,30,0,258,4,3,4,4,2,4,3,2,2,3,4,3,4,2,0,0.0,1,False,True,False
0,0,37,1,335,4,3,4,1,1,4,1,1,3,2,5,1,4,1,1,2.0,1,False,True,False
1,1,51,0,163,3,4,3,3,3,3,4,4,4,3,4,2,4,2,0,0.0,0,False,True,False
0,0,27,1,2586,5,5,5,1,0,5,1,3,3,4,5,1,3,1,0,0.0,1,True,False,False
1,0,25,1,562,3,4,3,3,5,3,2,5,2,3,2,2,1,5,2,0.0,0,False,True,False
0,1,64,0,397,2,4,2,3,3,2,4,3,5,2,4,5,5,3,3,0.0,0,False,True,False
0,1,43,0,187,3,4,3,3,2,3,3,2,5,5,5,3,4,2,74,79.0,0,False,True,False
1,1,24,1,1237,5,2,2,2,5,5,5,5,5,3,2,3,4,5,6,0.0,1,False,True,False
0,1,34,0,1747,4,1,4,3,1,4,1,1,4,2,4,4,3,1,0,0.0,0,False,True,False
1,0,38,1,452,2,3,2,3,3,2,3,3,3,3,3,3,3,3,0,0.0,0,False,True,False
1,1,57,1,2176,4,1,1,1,2,4,4,4,4,4,4,4,4,1,17,12.0,0,False,True,False
1,1,47,1,489,4,2,4,4,4,4,3,4,4,4,4,3,4,4,0,0.0,1,False,False,True
0,1,46,1,201,4,1,1,1,4,4,4,4,4,5,3,2,2,4,30,32.0,0,False,True,False
0,1,31,0,2075,3,3,3,4,1,3,1,1,4,3,5,4,2,1,0,0.0,0,False,True,False
1,1,49,0,594,2,2,2,4,2,3,3,4,4,2,4,3,4,1,88,82.0,0,False,True,False
0,1,45,1,1972,3,3,3,3,2,4,4,4,4,4,4,3,4,4,46,59.0,1,True,False,False
1,1,28,0,293,4,5,4,1,2,4,2,2,3,3,5,4,4,2,14,11.0,0,False,True,False
0,1,28,0,802,4,4,4,4,2,4,2,2,1,4,2,4,2,2,0,0.0,0,False,True,False
1,1,37,1,610,2,3,3,3,2,2,2,4,2,3,3,2,2,2,161,155.0,0,False,True,False
0,1,12,0,588,4,1,4,3,2,4,2,2,2,2,3,2,3,2,0,0.0,0,False,False,True
1,1,24,1,2124,4,2,3,3,4,4,4,4,3,2,3,3,3,4,0,0.0,0,True,False,False
1,1,41,0,2614,2,5,2,2,4,5,4,5,5,2,5,4,5,5,9,0.0,0,False,False,True
0,1,39,1,429,2,2,2,2,2,5,5,4,4,4,4,3,4,5,0,0.0,1,True,False,False
1,1,50,1,3988,3,2,4,2,4,1,1,3,3,3,3,3,3,4,0,0.0,0,True,False,False
1,0,44,1,1104,3,3,3,4,4,3,4,4,3,5,1,1,2,4,16,6.0,0,False,True,False
1,1,38,1,1960,4,4,5,4,1,4,3,4,4,4,4,2,4,2,0,0.0,1,True,False,False
0,1,58,0,482,4,3,4,4,2,4,4,2,3,5,5,1,3,2,0,0.0,0,False,True,False
1,1,8,0,429,1,1,1,3,2,1,4,2,3,4,3,3,4,2,0,4.0,0,False,True,False
1,0,30,1,861,2,2,2,3,1,2,1,1,3,2,5,5,5,1,0,0.0,0,True,False,False
0,0,33,1,731,3,3,3,2,1,3,2,1,1,2,2,1,2,1,11,16.0,0,False,True,False
1,1,7,0,429,3,3,3,1,3,3,3,3,2,5,4,4,2,3,0,0.0,0,False,True,False
0,1,46,1,622,1,1,1,1,4,4,3,4,4,4,4,2,4,5,0,0.0,1,True,False,False
1,1,48,1,240,5,4,4,4,1,2,2,5,5,5,5,2,5,1,0,0.0,1,False,False,True
1,1,17,0,289,3,5,3,3,4,3,4,4,5,3,4,3,5,4,9,3.0,0,False,False,True
0,1,47,1,395,5,5,5,5,3,5,5,5,5,5,5,4,5,4,69,52.0,1,True,False,False
0,1,55,0,1475,3,5,3,2,4,3,4,4,3,5,3,3,4,4,0,0.0,0,False,True,False
1,1,60,1,125,4,1,4,4,3,5,4,4,4,4,4,4,4,5,0,2.0,1,True,False,False
0,1,42,1,3227,3,3,1,3,3,4,4,4,4,4,4,3,4,5,0,0.0,1,True,False,False
0,1,39,1,776,1,1,1,1,4,5,4,4,4,4,4,5,4,5,0,0.0,1,True,False,False
0,1,21,1,1660,3,2,2,2,3,3,3,3,4,3,4,4,4,3,0,0.0,0,True,False,False
1,1,25,1,1363,1,5,3,5,1,1,1,1,3,4,3,2,4,1,39,44.0,0,True,False,False
1,1,42,1,577,1,1,1,1,3,4,5,5,5,5,5,5,5,3,0,0.0,1,True,False,False
0,1,43,1,3054,2,2,2,2,3,1,3,5,5,5,4,2,5,4,0,7.0,1,True,False,False
1,1,51,1,1167,4,4,3,4,5,5,5,5,5,5,5,5,5,5,12,0.0,1,True,False,False
1,0,21,1,296,4,2,4,2,1,4,1,1,5,3,5,3,5,1,0,0.0,1,True,False,False
1,1,57,0,337,2,5,2,4,5,4,4,2,2,2,2,3,2,4,0,0.0,0,False,False,True
0,1,9,0,109,4,5,4,2,5,4,5,5,3,4,5,4,5,5,7,4.0,0,True,False,False
0,1,53,0,679,4,4,4,1,4,4,4,4,4,3,5,4,5,4,72,74.0,1,False,True,False
1,1,69,0,429,3,3,3,4,2,2,4,5,5,3,5,3,5,3,0,0.0,0,False,False,True
0,1,25,0,235,3,4,0,3,4,0,4,4,4,4,5,5,5,4,0,0.0,0,False,True,False
1,1,50,1,451,4,1,1,1,1,4,3,4,4,4,4,3,4,2,23,11.0,0,False,True,False
1,1,46,1,2350,4,4,4,4,1,3,4,4,4,4,4,2,4,3,0,0.0,0,True,False,False
0,1,37,1,1237,5,1,1,1,5,5,5,5,3,1,5,1,1,5,0,0.0,1,False,True,False
0,1,64,0,317,2,2,2,4,4,2,5,4,1,3,4,3,3,4,0,0.0,0,False,True,False
0,1,40,1,125,5,5,5,5,5,5,5,5,5,5,2,3,3,5,0,0.0,1,False,False,True
0,1,34,1,3890,5,5,5,5,5,3,2,5,5,5,5,4,5,1,5,33.0,1,True,False,False
0,1,15,0,192,1,4,1,4,1,1,1,1,3,4,5,4,4,1,0,3.0,0,False,True,False
1,1,11,0,337,2,5,2,5,4,2,4,4,3,4,4,3,4,4,35,24.0,0,False,True,False
1,1,44,1,1621,2,4,4,4,4,4,4,2,2,2,2,2,2,1,0,5.0,0,True,False,False
0,1,61,0,1635,1,1,1,2,5,1,3,5,2,1,1,3,2,5,0,7.0,0,False,True,False
1,1,61,0,980,2,3,1,1,1,3,2,1,1,1,3,3,1,5,0,0.0,0,True,False,False
0,1,31,0,980,4,5,4,3,4,4,4,4,5,3,5,3,4,4,0,0.0,0,False,True,False
0,1,50,1,109,4,3,3,3,5,4,5,5,4,5,2,3,5,5,0,0.0,1,False,True,False
0,0,34,1,721,3,3,3,4,4,3,4,4,2,2,4,3,3,4,0,6.0,0,False,True,False
1,1,40,0,95,5,3,0,4,1,0,1,1,5,2,3,2,5,1,0,0.0,1,False,True,False
1,1,12,0,1892,2,3,2,2,1,2,1,1,3,1,2,3,2,1,0,0.0,0,False,True,False
0,1,26,1,2586,4,4,4,4,5,5,5,5,4,5,4,5,5,5,35,9.0,1,True,False,False
0,1,8,1,770,2,1,1,1,2,2,2,2,3,1,3,2,3,2,103,120.0,0,False,False,True
1,1,13,0,532,1,5,1,4,1,1,1,1,5,4,4,3,5,1,0,7.0,0,False,True,False
0,0,49,0,2486,0,2,1,4,2,1,3,2,1,1,4,4,3,2,0,0.0,1,False,True,False
1,0,26,1,1012,3,2,2,4,3,2,1,3,4,3,4,3,3,3,0,0.0,0,True,False,False
1,1,12,0,354,1,5,1,2,3,1,3,3,4,2,4,3,5,3,0,0.0,0,False,False,True
1,1,49,0,641,2,4,2,2,2,5,5,3,3,2,3,3,3,4,0,0.0,0,False,True,False
1,1,41,1,371,5,5,5,5,5,5,5,5,5,4,5,3,5,4,0,0.0,1,True,False,False
